"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs1aq8_1","cs1aq8_3a","cs1aq8_3b","cs1aq8_3c","cs1aq9_1","cs1aq9_3a","cs1aq9_3b","cs1aq9_3c","cs1aq12_1","cs1aq12_3a","cs1aq12_3b","cs1aq12_3c","cs1aq14_a","cs1aq14_b","cs1aq14_c","cs1aq15_a","cs1aq15_b","cs1aq16_a","cs1aq16_b","cs1aq17_a","cs1aq17_b"
"072005088800604","07200500604",7,20,5,8,88,6,4,"**CONFIDENTIAL**",12,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,11,6,2008,3,15,5,30,"**CONFIDENTIAL**",17
"072008088800805","07200800805",7,20,8,8,88,8,5,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,9,6,2008,8,0,10,0,"**CONFIDENTIAL**",17
"072101088803003","07210103003",7,21,1,8,88,30,3,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,7,7,2008,4,0,5,38,"**CONFIDENTIAL**",17
"072101088806202","07210106202",7,21,1,8,88,62,2,"**CONFIDENTIAL**",11,7,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",9,11,2008,11,6,2008,2,10,3,30,"**CONFIDENTIAL**",17
"072219010100115","07221900115",7,22,19,1,1,1,15,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"072219010100219","07221900219",7,22,19,1,1,2,19,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"072219010100401","07221900401",7,22,19,1,1,4,1,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"072219010100511","07221900511",7,22,19,1,1,5,11,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"072219010100606","07221900606",7,22,19,1,1,6,6,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"072219010100636","07221900636",7,22,19,1,1,6,36,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"072219010100723","07221900723",7,22,19,1,1,7,23,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"072219010100753","07221900753",7,22,19,1,1,7,53,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"120101010100103","12010100103",12,1,1,1,1,1,3,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"120101088800401","12010100401",12,1,1,8,88,4,1,"**CONFIDENTIAL**",21,6,2008,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",12,11,2008,21,6,2008,4,30,6,15,"**CONFIDENTIAL**",12
"120102088800401","12010200401",12,1,2,8,88,4,1,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,7,2008,"**CONFIDENTIAL**",12,11,2008,14,6,2008,11,9,1,0,"**CONFIDENTIAL**",12
"120102088800901","12010200901",12,1,2,8,88,9,1,"**CONFIDENTIAL**",17,6,2008,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",12,11,2008,17,6,2008,3,30,5,15,"**CONFIDENTIAL**",12
"120103010100103","12010300103",12,1,3,1,1,1,3,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",12,11,2008,16,6,2008,10,0,12,0,"**CONFIDENTIAL**",12
"120201088801701","12020101701",12,2,1,8,88,17,1,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",10,11,2008,10,6,2008,4,25,6,10,"**CONFIDENTIAL**",12
"120203088800401","12020300401",12,2,3,8,88,4,1,"**CONFIDENTIAL**",13,6,2008,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",10,11,2008,12,6,2008,,,,,"**CONFIDENTIAL**",12
"120301088800107","12030100107",12,3,1,8,88,1,7,"**CONFIDENTIAL**",29,6,2008,"**CONFIDENTIAL**",30,7,2008,"**CONFIDENTIAL**",12,11,2008,29,6,2008,4,30,6,0,"**CONFIDENTIAL**",21
"120301088800704","12030100704",12,3,1,8,88,7,4,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",12,11,2008,7,7,2008,3,0,3,45,"**CONFIDENTIAL**",21
"120302088801002","12030201002",12,3,2,8,88,10,2,"**CONFIDENTIAL**",1,7,2008,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",12,11,2008,1,7,2008,3,10,4,45,"**CONFIDENTIAL**",21
"120302088840301","12030240301",12,3,2,8,88,403,1,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",4,7,2008,"**CONFIDENTIAL**",12,11,2008,2,7,2008,4,45,5,30,"**CONFIDENTIAL**",21
"120401088801602","12040101602",12,4,1,8,88,16,2,"**CONFIDENTIAL**",20,6,2008,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",11,11,2008,20,6,2008,4,30,6,0,"**CONFIDENTIAL**",12
"130101010100303","13010100303",13,1,1,1,1,3,3,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"130101010101209","13010101209",13,1,1,1,1,12,9,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"130101010101902","13010101902",13,1,1,1,1,19,2,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"130101088800102","13010100102",13,1,1,8,88,1,2,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,16,6,2008,5,30,6,10,"**CONFIDENTIAL**",15
"130101088800303","13010100303",13,1,1,8,88,3,3,"**CONFIDENTIAL**",27,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,27,6,2008,5,15,6,0,"**CONFIDENTIAL**",15
"130101088800405","13010100405",13,1,1,8,88,4,5,"**CONFIDENTIAL**",28,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,28,6,2008,4,0,5,0,"**CONFIDENTIAL**",15
"130101088800601","13010100601",13,1,1,8,88,6,1,"**CONFIDENTIAL**",10,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,28,6,2008,2,0,4,0,"**CONFIDENTIAL**",
"130101088800704","13010100704",13,1,1,8,88,7,4,"**CONFIDENTIAL**",28,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,28,6,2008,5,30,6,45,"**CONFIDENTIAL**",15
"130101088800905","13010100905",13,1,1,8,88,9,5,"**CONFIDENTIAL**",25,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,25,6,2008,4,2,5,20,"**CONFIDENTIAL**",15
"130101088801103","13010101103",13,1,1,8,88,11,3,"**CONFIDENTIAL**",12,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,1,7,2008,3,15,5,40,"**CONFIDENTIAL**",15
"130101088801304","13010101304",13,1,1,8,88,13,4,"**CONFIDENTIAL**",24,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,24,,2008,4,0,6,30,"**CONFIDENTIAL**",15
"130101088801405","13010101405",13,1,1,8,88,14,5,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,8,7,2008,5,0,6,10,"**CONFIDENTIAL**",15
"130101088801603","13010101603",13,1,1,8,88,16,3,"**CONFIDENTIAL**",12,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,29,6,2008,3,0,5,30,"**CONFIDENTIAL**",15
"140103010100301","14010300301",14,1,3,1,1,3,1,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140106010100632","14010600632",14,1,6,1,1,6,32,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140202010200810","14020200810",14,2,2,1,2,8,10,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140210010200422","14021000422",14,2,10,1,2,4,22,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140303010300904","14030300904",14,3,3,1,3,9,4,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140304020300252","14030400252",14,3,4,2,3,2,52,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140313010300526","14031300526",14,3,13,1,3,5,26,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140401010400822","14040100822",14,4,1,1,4,8,22,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140404010400410","14040400410",14,4,4,1,4,4,10,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140503010500433","14050300433",14,5,3,1,5,4,33,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140602010600227","14060200227",14,6,2,1,6,2,27,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140608010600822","14060800822",14,6,8,1,6,8,22,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140704010700424","14070400424",14,7,4,1,7,4,24,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140801010800129","14080100129",14,8,1,1,8,1,29,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140807010800620","14080700620",14,8,7,1,8,6,20,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140903010900303","14090300303",14,9,3,1,9,3,3,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",2
"140906010901008","14090601008",14,9,6,1,9,10,8,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"140913010900632","14091300632",14,9,13,1,9,6,32,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"141006011000421","14100600421",14,10,6,1,10,4,21,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"141012011000731","14101200731",14,10,12,1,10,7,31,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"150101010100211","15010100211",15,1,1,1,1,2,11,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"150101010100253","15010100253",15,1,1,1,1,2,53,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",11
"150101010100329","15010100329",15,1,1,1,1,3,29,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"150101010100431","15010100431",15,1,1,1,1,4,31,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"150101010100613","15010100613",15,1,1,1,1,6,13,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"150101010100807","15010100807",15,1,1,1,1,8,7,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"150101010100914","15010100914",15,1,1,1,1,9,14,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"150102088800404","15010200404",15,1,2,8,88,4,4,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,4,7,2008,3,45,5,0,"**CONFIDENTIAL**",11
"150102088800704","15010200704",15,1,2,8,88,7,4,"**CONFIDENTIAL**",13,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,13,7,2008,5,20,7,10,"**CONFIDENTIAL**",11
"150102088801002","15010201002",15,1,2,8,88,10,2,"**CONFIDENTIAL**",14,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,14,7,2008,3,10,5,20,"**CONFIDENTIAL**",11
"150102088801201","15010201201",15,1,2,8,88,12,1,"**CONFIDENTIAL**",11,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,11,7,2008,4,45,6,30,"**CONFIDENTIAL**",11
"150102088801401","15010201401",15,1,2,8,88,14,1,"**CONFIDENTIAL**",12,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,11,7,2008,3,45,4,50,"**CONFIDENTIAL**",11
"150102088801605","15010201605",15,1,2,8,88,16,5,"**CONFIDENTIAL**",14,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,14,7,2008,3,40,4,35,"**CONFIDENTIAL**",11
"150102088801805","15010201805",15,1,2,8,88,18,5,"**CONFIDENTIAL**",16,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,13,7,2008,3,15,4,35,"**CONFIDENTIAL**",11
"150102088802404","15010202404",15,1,2,8,88,24,4,"**CONFIDENTIAL**",25,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,25,6,2008,2,40,4,10,"**CONFIDENTIAL**",11
"150102088802801","15010202801",15,1,2,8,88,28,1,"**CONFIDENTIAL**",21,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,15,7,2008,2,45,5,50,"**CONFIDENTIAL**",
"150102088803102","15010203102",15,1,2,8,88,31,2,"**CONFIDENTIAL**",21,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,22,6,2008,8,20,10,35,"**CONFIDENTIAL**",11
